SalePrice,location_street,location_ward,location_district,number_of_toilet,access_to_school,access_to_hospital,access_to_market,number_of_floor,is_having_basement,is_having_attic_floor,is_having_rooftop,alley_width,number_of_bedroom,loc_lat,loc_long,total_sqft
19432.68,Đường Cộng Hòa,Phường 13 Quận Tân Bình,Quận Tân Bình,4,0,0,0,3,0,0,0,40,4,10.8019463,106.6479668,192.7
14496,Đường Tên Lửa,Phường Bình Trị Đông B Quận Bình Tân,Quận Bình Tân,3,1,1,1,3,0,0,1,40,4,10.7554716,106.6061042,208
21000,Đường Hồng Bàng,Phường 16 Quận 11,Quận 11,3,1,0,1,3,0,0,0,40,4,10.7543229,106.6429214,210.4
15000,Đường Tên Lửa,Phường Bình Trị Đông B Quận Bình Tân,Quận Bình Tân,5,1,0,1,3,0,0,1,40,4,10.7554716,106.6061042,213.6
16000,Đường Tên Lửa,Phường Bình Trị Đông B Quận Bình Tân,Quận Bình Tân,5,1,1,1,3,0,0,1,40,5,10.7554716,106.6061042,226.8
19732.9392,Đường Lý Thái Tổ,Phường 9 Quận 10,Quận 10,2,0,0,0,3.5,0,0,0,40,2,10.7677409,106.6721763,233.5
22245.663,Đường Lạc Long Quân,Phường 5 Quận 11,Quận 11,2,1,0,1,2.5,0,0,0,40,2,10.7745444,106.6479139,237.4
18999,Đường Tên Lửa,Phường Bình Trị Đông B Quận Bình Tân,Quận Bình Tân,3,1,1,1,3,0,0,1,40,4,10.7554716,106.6061042,238.1
6641.25,Đường Trần Văn Giàu,Xã Phạm Văn Hai Huyện Bình Chánh,Huyện Bình Chánh,3,1,0,1,1,0,0,0,40,3,10.7750675,106.5441059,241.5
23369.715,Đường Ba Tháng Hai,Phường 12 Quận 11,Quận 11,4,1,1,1,5,0,0,1,40,8,10.7600348,106.6521343,265
25915,Đường Phan Đăng Lưu,Phường 5 Quận Phú Nhuận,Quận Phú Nhuận,6,1,1,1,4,0,0,1,40,5,10.8057383,106.6841756,313.8
4371.25,Khu Phố 2,Xã Hóc Môn Huyện Hóc Môn,Huyện Hóc Môn,2,1,0,1,1.5,0,0,0,36,5,10.8634256,106.6085058,134.5
6568.0384,Đường Đoàn Văn Bơ,Phường 9 Quận 4,Quận 4,3,1,0,1,3.5,0,0,1,35,3,10.7633696,106.7037801,80.3
18329.4,Đường Trần Xuân Soạn,Phường Tân Hưng Quận 7,Quận 7,3,1,1,1,1.5,0,0,0,35,4,10.7460744,106.6963946,107.4
12998.7,Đường Tân Thành,Phường 12 Quận 5,Quận 5,3,1,1,1,3.5,0,0,0,35,5,10.7558286,106.6546592,121.2
13522.39,Đường Âu Cơ,Phường 10 Quận Tân Bình,Quận Tân Bình,2,0,0,0,3,0,0,0,35,3,10.7752404,106.6476646,137
22796.6112,Đường Quang Trung,Phường 14 Quận Gò Vấp,Quận Gò Vấp,1,0,0,0,1.5,0,0,0,35,1,10.8469185,106.6359936,167.9
20273.04,Đường Lý Thường Kiệt,Phường 8 Quận Tân Bình,Quận Tân Bình,3,1,1,1,3,0,0,1,35,5,10.7900793,106.6524429,205.4
22829.64,Đường Lạc Long Quân,Phường 9 Quận Tân Bình,Quận Tân Bình,5,1,0,1,5,0,0,1,35,5,10.7751759,106.6483593,213.9
27464.0625,Đường Lý Thường Kiệt,Phường 8 Quận Tân Bình,Quận Tân Bình,4,1,1,1,4.5,0,0,1,35,4,10.7900793,106.6524429,290.5
30000,Đường Lý Thường Kiệt,Phường 8 Quận Tân Bình,Quận Tân Bình,3,0,0,0,3,0,0,1,35,3,10.7900793,106.6524429,315.2
11498.8,Đường Song Hành,Phường 10 Quận 6,Quận 6,3,1,0,1,3,0,0,1,33,6,10.734349,106.6269348,230.4
13497.6,Đường Song Hành,Phường 10 Quận 6,Quận 6,8,1,0,1,4,0,0,1,33,6,10.734349,106.6269348,333
10001.6,Đường Song Hành,Phường 10 Quận 6,Quận 6,6,1,0,1,4,0,0,1,33,7,10.734349,106.6269348,349
10396.8,Đường Song Hành,Phường 10 Quận 6,Quận 6,6,1,0,1,4,0,0,1,33,7,10.734349,106.6269348,349
12191.928,Đường Ba Tháng Hai,Phường 8 Quận 10,Quận 10,4,0,0,0,4,0,0,1,32,3,10.7648318,106.6655437,107.8
7236.90882,Đường Hoàng Hoa Thám,Phường 5 Quận Bình Thạnh,Quận Bình Thạnh,8,0,0,1,3,0,0,0,32,7,10.8108065,106.6868872,162.4
13861.188,Đường Ba Tháng Hai,Phường 9 Quận 10,Quận 10,4,0,0,0,3.5,0,0,0,31,2,10.7662513,106.6723074,104.9
1872.8,Đường Kênh Nước Đen,Phường Bình Hưng Hòa A Quận Bình Tân,Quận Bình Tân,1,1,0,1,3,0,0,0,30,1,10.7920647,106.6033547,17
1948.8,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,1,1,1,1,1,0,0,0,30,1,10.6811366,106.7469762,24
7500.03,Đường Ba Tháng Hai,Phường 11 Quận 10,Quận 10,1,1,1,1,1,0,0,0,30,1,10.7733613,106.6786777,26.7
2586.72,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,1,1,0,1,1,0,0,0,30,1,10.6811366,106.7469762,27.2
3499.9,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,1,1,0,1,1,0,0,0,30,2,10.6811366,106.7469762,31
3401,Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây Quận 7,Quận 7,2,1,0,1,2,0,0,0,30,2,10.7518495,106.7210763,35.8
3046.68,Đường Quốc Lộ 1A,Xã Tân Quý Tây Huyện Bình Chánh,Huyện Bình Chánh,2,1,0,1,2,0,0,0,30,2,10.6647663,106.5956558,37.2
4738.24,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè Huyện Nhà Bè,Huyện Nhà Bè,2,1,0,1,1,0,0,0,30,3,10.6949611,106.7401168,44.2
5859.84,Đường Đại lộ 2 Phước Bình,Phường Phước Bình Quận 9,Quận 9,1,1,0,1,1,0,0,0,30,3,10.8157784,106.7743933,44.8
4641.28,Đường Ba Tháng Hai,Phường 2 Quận 11,Quận 11,1,0,0,0,2.5,0,0,0,30,1,10.7575553,106.6431714,45.8
11747.944,Đường Phan Xích Long,Phường 1 Quận Phú Nhuận,Quận Phú Nhuận,1,0,0,0,1,0,0,0,30,2,10.7985705,106.6875652,49.9
3893.67,Đường Số 13,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,1,1,0,1,1,0,0,0,30,1,10.8300283,106.7220192,51.3
5597.46,Đường Mai Chí Thọ,Phường An Phú Quận 2,Quận 2,2,1,0,1,1,0,0,0,30,3,10.7914612,106.745545,51.4
12263.06895,Đường Bà Hạt,Phường 9 Quận 10,Quận 10,3,1,1,1,2.5,0,0,1,30,3,10.7666896,106.6718421,51.9
12277.975,Đường Ba Tháng Hai,Phường 16 Quận 11,Quận 11,1,1,1,1,1.5,0,0,0,30,3,10.7540747,106.6483504,56.4
9774.5175,Đường Tân Hóa,Phường 1 Quận 11,Quận 11,1,0,0,1,1,0,0,0,30,2,10.7551612,106.6375304,60.4
11351.34,Đường Võ Văn Kiệt,Phường 1 Quận 5,Quận 5,3,0,0,0,3,0,0,0,30,4,10.751732,106.6839412,63
6233.5,Đường Mai Chí Thọ,Phường An Phú Quận 2,Quận 2,2,1,0,1,1,0,0,0,30,2,10.7914612,106.745545,65
14935.8,Đường Quốc Lộ 13 mới,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,3,1,0,1,1.5,0,0,0,30,4,10.8300283,106.7220192,66
27220.9,Đường Bình Thới,Phường 14 Quận 11,Quận 11,1,1,0,1,2,0,0,0,30,3,10.7670059,106.6490289,66.6
6998.64,Đường 100 Bình Thới,Phường 14 Quận 11,Quận 11,2,1,0,1,2.5,0,0,0,30,2,10.7686813,106.6481404,68.3
4050,Đường Nguyễn Văn Linh,Phường Tân Phú Quận 7,Quận 7,3,1,0,1,3,0,0,1,30,2,10.7326021,106.7205095,70
11138.256,Đường Lê Hồng Phong,Phường 2 Quận 10,Quận 10,3,0,0,0,2,0,0,0,30,3,10.7641625,106.6757687,70
7630.74,Đường Trần Hưng Đạo,Phường 1 Quận 5,Quận 5,3,1,1,1,2.5,0,0,1,30,3,10.7559646,106.683725,70.2
6260.1375,Đường Đội Cung,Phường 11 Quận 11,Quận 11,2,1,0,1,2,0,0,0,30,2,10.7627549,106.6461392,70.7
6128.01,Đường Đỗ Nhuận,Phường Sơn Kỳ Quận Tân Phú,Quận Tân Phú,2,1,0,1,2,0,0,0,30,2,10.8019648,106.6214131,71.3
12339.36,Đường Lãnh Binh Thăng,Phường 13 Quận 11,Quận 11,4,1,0,1,4.5,0,0,0,30,3,10.7622758,106.6556704,72
1970.4,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè Huyện Nhà Bè,Huyện Nhà Bè,2,0,0,0,3,0,0,0,30,4,10.6949611,106.7401168,72
2480.85,Đường Nguyễn Chí Thanh,Phường 5 Quận 10,Quận 10,1,0,0,0,1,0,0,0,30,2,10.7595704,106.6671516,72
3731.2,Đường Quốc Lộ 22,Xã Tân Xuân Huyện Hóc Môn,Huyện Hóc Môn,1,1,0,1,1.5,0,0,0,30,2,10.8811994,106.5891292,72.8
8422.08,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè Huyện Nhà Bè,Huyện Nhà Bè,1,1,0,1,1,0,0,0,30,2,10.6949611,106.7401168,74.4
3892.15068,Đường số 9,Phường An Lạc Quận Bình Tân,Quận Bình Tân,1,1,1,1,1,0,0,0,30,1,10.7193653,106.6110557,74.9
17813.25,Đường Quang Trung,Phường 10 Quận Gò Vấp,Quận Gò Vấp,3,1,0,0,3,0,0,0,30,2,10.8379313,106.6523565,75.4
12179.16,Đường Bùi Văn Ba,Phường Tân Thuận Đông Quận 7,Quận 7,1,1,1,1,2,0,0,0,30,2,10.7503441,106.7326125,75.6
15269.28,Đường Lê Hồng Phong,Phường 2 Quận 10,Quận 10,3,0,0,0,2.5,0,0,1,30,3,10.7641625,106.6757687,77.6
7638.05,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,1,1,0,1,1,0,0,0,30,2,10.6811366,106.7469762,78.5
3628.1284,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,2,1,1,1,1.5,0,0,0,30,2,10.6811366,106.7469762,79
9619.08,Đường Nguyễn Văn Tăng,Phường Long Thạnh Mỹ Quận 9,Quận 9,1,0,0,0,1,0,0,0,30,1,10.842542,106.8200785,85.2
13302.5,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè Huyện Nhà Bè,Huyện Nhà Bè,3,1,0,1,2,0,0,0,30,4,10.6949611,106.7401168,85.6
7014.21,Đường Số 13,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,1,1,1.5,0,0,0,30,3,10.8300283,106.7220192,88.9
7118.6846,Đường Võ Văn Kiệt,Phường 7 Quận 6,Quận 6,2,0,0,1,3,0,0,0,30,4,10.7369139,106.6389022,89.5
11538,Đường Huỳnh Tấn Phát,Phường Phú Thuận Quận 7,Quận 7,4,1,1,1,1,0,0,0,30,4,10.7284842,106.7390051,90
6998.25,Đường Trần Hưng Đạo,Phường Cầu Kho Quận 1,Quận 1,2,0,0,1,2,0,0,0,30,3,10.7578459,106.6865294,93
6173.64,Đường Ba Tháng Hai,Phường 2 Quận 11,Quận 11,2,0,0,0,3,0,0,0,30,3,10.7575553,106.6431714,94.3
5203.30932,Đường Kinh Dương Vương,Phường An Lạc Quận Bình Tân,Quận Bình Tân,2,1,1,1,2.5,0,0,1,30,3,10.7436305,106.62145,98.5
18064.2,Đường An Dương Vương,Phường 4 Quận 5,Quận 5,2,1,1,1,2,0,0,0,30,3,10.7593246,106.6786982,98.6
6189.764,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,2,1,1,1,2,0,0,0,30,2,10.6811366,106.7469762,100
14968.8,Đường Huỳnh Tấn Phát,Phường Tân Phú Quận 7,Quận 7,1,1,1,1,2,0,0,0,30,1,10.7251178,106.7282506,101
11641.74,Đường Số 4,Phường An Phú Quận 2,Quận 2,2,1,1,1,1.5,0,0,0,30,3,10.7927865,106.7392855,102.3
7525.0602,Đường Phan Huy Ích,Phường 15 Quận Tân Bình,Quận Tân Bình,2,1,1,1,2,0,0,0,30,2,10.8267929,106.6313551,102.6
11338.5008,Đường Hoàng Diệu,Phường 9 Quận 4,Quận 4,2,1,0,0,3,0,0,0,30,3,10.7633696,106.7037801,102.8
4855.76,Đường Lê Văn Lương,Xã Phước Kiển Huyện Nhà Bè,Huyện Nhà Bè,5,1,0,1,1.5,0,0,0,30,5,10.7200389,106.7001786,103.1
5593.94,Đường Quốc Lộ 22,Xã Tân Xuân Huyện Hóc Môn,Huyện Hóc Môn,2,1,1,0,2,0,0,0,30,1,10.8811994,106.5891292,103.4
12104.3039,Đường Minh Phụng,Phường 6 Quận 6,Quận 6,3,1,0,1,2.5,0,0,0,30,2,10.7525594,106.6428624,103.5
15749.1,Đường Lê Đại Hành,Phường 11 Quận 11,Quận 11,3,0,0,0,2,0,0,0,30,3,10.7657047,106.6545171,104
10731.75,Đường Nguyễn Văn Tăng,Phường Long Thạnh Mỹ Quận 9,Quận 9,2,1,0,1,1,0,0,0,30,2,10.842542,106.8200785,104.7
16484.985,Đường Lê Hồng Phong,Phường 2 Quận 10,Quận 10,4,0,0,0,3.5,0,0,0,30,4,10.7641625,106.6757687,104.9
14286.162,Đường Trần Hưng Đạo,Phường Cầu Kho Quận 1,Quận 1,2,1,0,1,3,0,0,0,30,2,10.7578459,106.6865294,107.5
4968,Đường Huỳnh Tấn Phát,Thị trấn Nhà Bè Huyện Nhà Bè,Huyện Nhà Bè,3,1,0,1,2,0,0,0,30,4,10.6949611,106.7401168,110.3
8358.35,Đường Phạm Văn Bạch,Phường 15 Quận Tân Bình,Quận Tân Bình,3,1,1,1,2,0,0,0,30,5,10.8292714,106.6415899,110.5
15979.38524,Đường Bà Hạt,Phường 9 Quận 10,Quận 10,4,0,0,0,5,0,0,0,30,4,10.7666896,106.6718421,112.6
13627.54,Đường Ba Tháng Hai,Phường 16 Quận 11,Quận 11,3,0,0,0,2.5,0,0,0,30,3,10.7540747,106.6483504,114.7
15439.08996,Đường Bến Vân Đồn,Phường 2 Quận 4,Quận 4,2,0,1,1,3,0,0,0,30,3,10.7607497,106.696815,115.2
16497,Đường Huỳnh Tấn Phát,Phường Phú Thuận Quận 7,Quận 7,4,1,1,1,1,0,0,0,30,4,10.7284842,106.7390051,117
27694.9584,Đường Nguyễn Trường Tộ,Phường 12 Quận 4,Quận 4,2,1,1,1,2.5,0,0,0,30,2,10.7675389,106.7039988,117.7
6182.032,Đường Chuyên Dùng 9,Phường Phú Mỹ Quận 7,Quận 7,3,0,0,1,3,0,0,0,30,2,10.7086888,106.7342406,118
16180.5,Đường Lê Văn Việt,Phường Long Thạnh Mỹ Quận 9,Quận 9,2,1,0,1,2,0,0,0,30,2,10.8495492,106.8112838,118.3
11830,Đường Hoàng Hữu Nam,Phường Long Bình Quận 9,Quận 9,1,1,0,0,1,0,0,0,30,1,10.8775028,106.8158627,118.3
5319.3,Đường Huỳnh Tấn Phát,Phường Bình Thuận Quận 7,Quận 7,2,1,1,1,2,0,0,0,30,4,10.74140345,106.7228795,119.3
11151.48,Đường Số 13,Phường Hiệp Bình Chánh Thành phố Thủ Đức,Thành phố Thủ Đức,2,1,0,1,2,0,0,0,30,4,10.8300283,106.7220192,119.3
16000,Đường Hồng Bàng,Phường 1 Quận 11,Quận 11,2,1,1,1,2,0,0,0,30,1,10.7546839,106.6391842,119.6
14799,Đường Nguyễn Tri Phương,Phường 4 Quận 10,Quận 10,4,0,0,0,4.5,0,0,1,30,3,10.7638718,106.6680313,120
20851.2,Đường Võ Văn Kiệt,Phường 5 Quận 5,Quận 5,4,1,1,1,3.5,0,0,0,30,7,10.7493596,106.6753487,120
15999.72,Đường Đại lộ 2 Phước Bình,Phường Phước Bình Quận 9,Quận 9,2,1,0,1,1.5,0,0,0,30,2,10.8157784,106.7743933,120
15525.08475,Đường Ngô Gia Tự,Phường 2 Quận 10,Quận 10,3,0,0,0,3,0,0,1,30,3,10.7638123,106.6716214,123.5
8422.1025,Đường Trần Phú,Phường 8 Quận 5,Quận 5,4,1,1,1,3.5,0,0,1,30,5,10.7573711,106.6739647,124.2
5377.7576,Đường Khánh Hội,Phường 4 Quận 4,Quận 4,4,0,0,1,4.5,0,0,1,30,3,10.7568317,106.7005952,129.1
10047.849,Đường Hồng Bàng,Phường 1 Quận 11,Quận 11,3,1,0,1,2,0,0,1,30,5,10.7546839,106.6391842,132
11331.6,Đường Huỳnh Tấn Phát,Xã Phú Xuân Huyện Nhà Bè,Huyện Nhà Bè,2,1,0,1,1,0,0,0,30,2,10.6811366,106.7469762,133
12721.5,Đường Ba Tháng Hai,Phường 16 Quận 11,Quận 11,3,1,0,1,4.5,0,0,1,30,3,10.7540747,106.6483504,134.3
